gene_id,K002000061_49347,K002000061_49348,K002000061_49350,K002000061_49346,K002000061_49349,K002000061_49351
XLOC_001916,43,47,26,18,36,51
XLOC_001915,1538,2944,1959,2298,1550,2668
XLOC_001914,0,1,0,0,0,3
XLOC_001913,6,8,5,4,7,4
XLOC_001912,9144,9286,8907,8595,9783,9009
XLOC_001911,439,552,530,348,505,618
XLOC_001910,10,37,33,18,45,28
XLOC_001919,5,0,0,0,6,0
XLOC_001918,47,94,85,40,64,59
XLOC_008769,43,44,30,39,52,22
XLOC_008768,3,0,5,2,0,12
XLOC_008767,4536,4877,4682,4741,5667,5602
XLOC_008766,923,1140,1060,1070,1324,1247
XLOC_008765,94,72,98,99,139,116
XLOC_008764,69335,62130,67029,50160,69970,57515
XLOC_008763,0,11,3,5,4,6
XLOC_008762,0,2,0,3,2,0
XLOC_008761,0,3,3,0,3,0
XLOC_008760,4,0,4,0,3,0
XLOC_026648,420,614,382,397,416,433
XLOC_026649,150,200,184,130,241,223
XLOC_026644,0,0,0,0,0,0
XLOC_026645,0,0,0,0,0,0
XLOC_026646,0,0,0,0,0,0
XLOC_026647,62,59,50,52,57,46
XLOC_026640,0,0,0,0,0,0
XLOC_026641,0,0,0,0,0,0
XLOC_026642,0,0,0,0,0,0
XLOC_026643,0,0,0,0,0,0
XLOC_008189,9,7,0,17,19,7
XLOC_008188,3616,4120,3742,3402,3862,3656
XLOC_008183,0,0,0,0,4,0
XLOC_008182,0,0,0,0,0,0
XLOC_008181,145,82,131,109,124,107
XLOC_008180,207,135,186,172,164,120
XLOC_008187,0,0,0,0,2,0
XLOC_008186,7,42,39,44,53,44
XLOC_008185,12,19,20,7,15,16
XLOC_008184,0,4,3,4,6,9
XLOC_013820,44,57,58,54,60,47
XLOC_013821,462,518,481,509,563,402
XLOC_013822,372,351,317,328,453,332
XLOC_013823,160,138,106,125,147,138
XLOC_013824,0,0,0,0,0,0
XLOC_013825,1393,2743,1425,1399,1105,1558
XLOC_013826,0,0,0,0,0,0
XLOC_013827,5353,5456,5258,5313,5799,5757
XLOC_013828,372,440,405,331,421,377
XLOC_013829,1475,1284,1330,1476,1470,1220
XLOC_013798,0,0,0,0,0,0
XLOC_013799,1664,1697,1750,1384,1694,1650
XLOC_013792,0,0,0,0,0,0
XLOC_013793,12,0,0,0,6,5
XLOC_013790,0,4,4,0,0,0
XLOC_013791,0,0,0,0,0,0
XLOC_013796,880,1357,835,923,1529,1224
XLOC_013797,581,791,545,217,303,282
XLOC_013794,7,5,6,4,5,5
XLOC_013795,2928,4274,2727,2682,4678,3498
XLOC_015309,111,100,90,92,97,131
XLOC_015308,152,185,171,179,264,190
XLOC_015307,11181,23794,20782,20899,13705,23255
XLOC_015306,2,4,2,2,4,5
XLOC_015305,0,2,0,0,5,0
XLOC_015304,6,22,9,13,0,8
XLOC_015303,0,0,0,0,0,0
XLOC_015302,2,5,0,0,0,0
XLOC_015301,0,0,0,0,9,0
XLOC_015300,4780,4779,4684,4254,4627,4378
XLOC_027113,0,0,0,0,0,0
XLOC_027112,0,0,0,0,0,0
XLOC_027111,0,0,0,0,0,0
XLOC_027110,0,0,0,0,0,0
XLOC_020725,1037,1489,1419,1459,1909,1668
XLOC_020724,4,0,4,0,5,4
XLOC_020727,0,0,0,0,0,0
XLOC_020726,0,0,0,0,0,0
XLOC_020729,0,0,5,9,0,0
XLOC_020728,50,23,49,52,47,29
XLOC_027119,0,0,0,0,0,0
XLOC_027118,0,0,0,0,0,0
XLOC_019796,0,0,0,0,0,0
XLOC_016778,0,0,0,0,0,0
XLOC_019798,276,331,233,225,309,283
XLOC_016776,3978,7048,5053,7987,4722,5951
XLOC_020885,0,0,0,0,0,0
XLOC_017231,15,0,5,30,22,16
XLOC_021451,0,0,0,0,0,0
XLOC_017233,8,13,5,14,36,13
XLOC_017232,20,11,4,13,19,14
XLOC_021454,0,0,0,0,0,0
XLOC_017234,12597,9869,10993,9276,13283,10840
XLOC_021456,0,0,0,0,0,0
XLOC_021457,0,8,5,7,0,7
XLOC_021458,1917,1973,2070,1278,1639,1429
XLOC_021459,518,585,641,298,485,387
XLOC_016540,37,25,37,17,28,33
XLOC_016541,124,158,144,116,136,152
XLOC_016542,166,191,211,179,211,193
XLOC_016543,1111,1222,1301,1192,1385,1393
XLOC_016544,1189,2145,2112,2124,2520,2361
XLOC_016545,9,9,10,7,13,13
XLOC_016546,0,0,7,0,0,0
XLOC_016547,157540,174622,177684,150639,185706,174274
XLOC_016548,491,584,324,360,385,516
XLOC_023963,10940,9833,10991,9622,10848,9163
XLOC_023960,0,0,0,0,0,0
XLOC_023961,292,259,203,233,333,256
XLOC_023966,0,0,0,0,0,0
XLOC_023967,0,0,0,0,1,0
XLOC_023964,1499,2026,1393,1077,2385,1110
XLOC_023965,0,0,0,3,0,0
XLOC_020888,4217,6747,6532,5946,7239,6768
XLOC_021188,74,70,57,80,83,62
XLOC_021189,243,279,238,255,262,291
XLOC_021182,5,8,3,8,20,10
XLOC_021183,5,0,0,8,14,13
XLOC_021180,80,107,99,94,100,106
XLOC_021181,122,119,132,105,128,117
XLOC_021186,73,60,67,85,101,85
XLOC_021187,576,728,589,506,695,610
XLOC_021184,31,20,19,12,25,19
XLOC_021185,173,190,208,217,352,249
XLOC_025601,0,0,0,0,3,0
XLOC_025600,0,0,0,0,0,0
XLOC_025603,6,6,8,0,0,11
XLOC_025602,2955,2450,2443,2573,2891,2244
XLOC_025605,4153,3534,3088,3484,4084,3289
XLOC_025604,157,130,134,106,122,121
XLOC_025607,72,69,61,61,63,83
XLOC_025606,1407,1605,1650,1354,1570,1497
XLOC_025609,489,631,579,547,639,593
XLOC_025608,1276,1646,1413,1496,1627,1597
XLOC_017499,279,296,272,212,301,284
XLOC_017498,0,0,0,0,0,0
XLOC_017495,2663,2726,2816,2555,3276,2997
XLOC_017494,31,19,29,25,41,34
XLOC_017497,0,0,0,0,0,0
XLOC_017496,0,0,0,5,0,0
XLOC_017491,2180,2045,2173,1875,2316,2180
XLOC_017490,1494,1848,1154,1607,1685,1545
XLOC_017493,289,267,311,280,378,325
XLOC_017492,2393,2608,2414,2256,2694,2615
XLOC_005488,0,0,0,0,0,0
XLOC_015897,0,0,0,0,5,0
XLOC_015896,3,3,9,7,0,7
XLOC_015895,3,3,0,3,0,3
XLOC_015894,25,33,46,58,45,47
XLOC_015893,37,57,40,51,40,72
XLOC_015892,0,0,0,0,0,0
XLOC_015891,0,0,0,0,0,0
XLOC_015890,7930,6387,6551,7103,10792,8224
XLOC_015899,0,0,5,10,14,4
XLOC_015898,177,151,161,186,224,186
XLOC_013077,0,0,0,0,0,0
XLOC_013076,0,0,0,0,0,0
XLOC_013075,0,0,0,0,0,0
XLOC_013074,0,0,0,0,0,3
XLOC_013073,5134,4589,4411,5522,6979,5510
XLOC_013072,0,0,0,0,0,3
XLOC_013071,28,32,20,15,48,26
XLOC_013070,5,8,7,12,9,5
XLOC_013079,146,191,180,157,173,172
XLOC_013078,0,0,0,0,0,3
XLOC_022370,26,27,27,7,19,10
XLOC_022371,312,486,323,304,332,418
XLOC_022372,12,25,12,15,20,13
XLOC_022373,0,0,0,0,0,0
XLOC_022374,0,0,0,3,0,0
XLOC_022375,0,0,0,0,0,0
XLOC_022376,43,33,32,43,51,21
XLOC_022377,28286,26447,28855,26020,37670,31581
XLOC_022378,0,0,0,0,0,0
XLOC_022379,2,3,2,6,0,0
XLOC_012676,5,0,0,3,3,0
XLOC_012677,2232,4545,2795,3002,2674,2826
XLOC_012674,255,400,297,290,294,373
XLOC_012675,203,221,170,192,163,157
XLOC_012672,20,0,0,16,0,28
XLOC_012673,0,0,0,0,0,0
XLOC_012670,0,0,0,0,0,0
XLOC_012671,0,0,0,0,0,0
XLOC_012678,0,0,0,0,0,0
XLOC_012679,1469,1357,1355,1366,1501,1576
XLOC_018328,0,0,0,0,0,0
XLOC_018329,0,0,0,0,0,0
XLOC_018322,0,0,0,0,0,0
XLOC_018323,642,701,547,558,624,518
XLOC_018320,0,0,0,0,0,0
XLOC_018321,51,39,41,47,57,46
XLOC_018326,1,0,2,5,0,0
XLOC_018327,829,808,955,707,880,831
XLOC_018324,3268,2981,3288,1965,2612,2474
XLOC_018325,204,232,209,226,296,224
XLOC_004408,121,174,131,164,159,243
XLOC_004409,472,591,543,462,470,537
XLOC_004402,0,0,0,0,0,0
XLOC_004403,0,0,0,0,0,0
XLOC_004400,86,77,91,82,89,90
XLOC_004401,0,0,0,0,0,0
XLOC_004406,979,1213,958,1000,1078,1127
XLOC_004407,69,53,0,51,39,64
XLOC_004404,0,0,0,0,0,0
XLOC_004405,0,3,7,0,7,0
XLOC_014858,0,2,0,0,0,1
XLOC_014859,0,0,0,0,0,0
XLOC_000578,0,0,0,0,0,0
XLOC_000579,0,0,0,0,0,0
XLOC_000572,8986,9197,8438,8902,10916,9754
XLOC_014851,0,0,0,0,0,0
XLOC_000570,26,43,26,32,19,28
XLOC_000571,1484,1590,1370,1397,1686,1563
XLOC_000576,42,59,36,31,39,45
XLOC_000577,19,14,9,13,5,7
XLOC_000574,16646,16616,15579,15270,18134,15549
XLOC_014857,0,2,3,3,0,7
XLOC_023355,6821,7214,6962,6437,7835,6973
XLOC_023139,219,142,174,54,90,128
XLOC_011324,526,475,408,385,523,560
XLOC_011327,0,0,0,0,0,0
XLOC_011326,0,0,0,0,0,0
XLOC_011321,30,32,36,21,47,42
XLOC_011320,62,101,78,93,72,65
XLOC_011323,134,152,161,134,158,150
XLOC_011322,7,7,9,8,6,8
XLOC_023131,0,3,0,0,0,0
XLOC_023130,1502,1464,1159,1256,1656,1363
XLOC_023133,857,1072,906,757,1038,1230
XLOC_023132,0,0,0,0,0,0
XLOC_023135,3,2,6,4,3,7
XLOC_023134,0,0,0,0,0,0
XLOC_023137,15,17,25,13,33,24
XLOC_023136,69,101,81,96,104,105
XLOC_023356,4131,4368,3926,3488,3604,4377
XLOC_006808,5,2,2,1,2,2
XLOC_006809,0,0,0,0,0,0
XLOC_006804,0,0,0,0,0,0
XLOC_006805,0,2,5,4,3,0
XLOC_006806,32,26,0,0,3,0
XLOC_006807,5111,5287,4837,3828,4380,4132
XLOC_006800,0,0,0,0,0,0
XLOC_006801,0,0,0,0,0,0
XLOC_006802,0,0,0,0,0,0
XLOC_006803,26,15,32,13,7,12
XLOC_024358,0,0,0,0,0,0
XLOC_024359,1464,1392,1357,1374,1487,1490
XLOC_023350,1046,1068,1054,1000,1149,1108
XLOC_024350,43,67,46,44,67,36
XLOC_024351,11,8,18,7,5,4
XLOC_024352,418,474,458,436,620,654
XLOC_024353,5,2,11,3,5,3
XLOC_024354,10,2,0,4,5,8
XLOC_024355,14,8,5,13,6,16
XLOC_024356,880,1072,1258,1056,1404,1168
XLOC_024357,0,0,0,0,0,0
XLOC_020448,1449,1524,1586,1377,1704,1460
XLOC_020449,94,110,79,63,98,72
XLOC_020440,10,6,9,6,13,13
XLOC_020441,23,6,13,14,14,15
XLOC_020442,335,226,324,309,380,305
XLOC_020443,0,0,0,0,0,0
XLOC_020444,0,0,0,0,0,0
XLOC_020445,3161,3742,3641,3206,3972,3829
XLOC_020446,505,502,425,399,539,436
XLOC_020447,149,160,192,97,156,191
XLOC_023353,2079,2702,2294,2207,2459,2826
XLOC_023352,1441,1969,1459,1657,1722,1970
XLOC_006112,0,0,0,0,0,0
XLOC_006113,81,121,122,111,108,104
XLOC_006110,986,1026,899,747,972,1052
XLOC_006111,66,60,63,44,57,65
XLOC_006116,0,0,0,0,0,0
XLOC_006117,0,0,0,0,0,0
XLOC_006114,0,0,0,0,0,0
XLOC_006115,0,0,0,0,0,0
XLOC_006118,0,0,0,0,0,0
XLOC_006119,0,0,0,0,0,0
XLOC_004987,485,782,584,632,885,963
XLOC_004986,3022,2796,2754,2753,3129,2915
XLOC_004985,14764,18383,17213,15274,18790,17326
XLOC_004984,40,29,29,25,45,54
XLOC_004983,0,18,14,30,21,24
XLOC_004982,130,117,107,103,154,117
XLOC_004981,7,0,3,0,14,13
XLOC_004980,3,6,0,13,14,7
XLOC_004989,406,568,466,449,445,530
XLOC_004988,1076,1266,1173,1108,1177,1216
XLOC_019512,23,52,31,55,75,43
XLOC_019513,6,5,7,17,11,14
XLOC_019510,13,25,30,25,31,36
XLOC_019511,156,126,103,99,128,108
XLOC_019516,279,458,427,280,265,337
XLOC_019517,337,254,347,296,444,305
XLOC_019514,41,13,27,15,29,25
XLOC_019515,9,5,6,0,10,10
XLOC_019518,0,5,0,0,0,0
XLOC_019519,0,0,0,0,0,0
XLOC_003061,200,178,206,177,189,195
XLOC_003060,0,0,0,0,0,0
XLOC_003063,3,1,1,0,4,0
XLOC_003062,7,2,4,3,2,4
XLOC_003065,0,0,0,0,0,0
XLOC_003064,5,0,0,0,2,3
XLOC_003067,0,0,0,0,0,0
XLOC_003066,94,106,83,82,109,64
XLOC_003069,20105,17326,18005,13723,18287,15281
XLOC_003068,135,134,122,96,152,98
XLOC_012089,288,459,353,296,326,348
XLOC_012088,0,0,0,0,0,0
XLOC_002918,0,0,0,0,0,3
XLOC_002919,0,0,0,0,0,0
XLOC_002916,0,0,0,0,0,0
XLOC_002917,0,0,0,0,0,0
XLOC_002914,0,0,0,0,0,5
XLOC_002915,0,0,0,0,0,0
XLOC_002912,92,65,109,37,37,55
XLOC_002913,0,0,1,0,0,0
XLOC_002910,337,203,180,100,146,127
XLOC_002911,1881,1456,1759,620,838,750
XLOC_007308,0,0,0,0,0,0
XLOC_012080,180,216,166,166,237,208
XLOC_026154,0,0,0,0,0,0
XLOC_026155,0,0,0,2,0,0
XLOC_001337,0,0,0,0,0,0
XLOC_001336,0,0,0,0,0,0
XLOC_001335,0,0,0,0,0,0
XLOC_001334,0,0,0,0,0,0
XLOC_001333,0,0,0,0,0,3
XLOC_001332,0,0,0,0,0,0
XLOC_001331,0,0,0,0,0,0
XLOC_001330,44,37,60,31,32,57
XLOC_001339,7,3,11,3,7,0
XLOC_001338,195387,144108,187390,151879,190784,147438
XLOC_009654,265,477,339,286,295,430
XLOC_009655,0,0,0,0,0,0
XLOC_009656,30,23,35,39,33,36
XLOC_009657,0,0,0,0,0,0
XLOC_009650,259,277,247,216,254,265
XLOC_009651,58,65,65,24,55,34
XLOC_009652,2514,1084,987,3470,1156,2484
XLOC_009653,0,0,5,7,0,0
XLOC_009658,0,0,0,0,0,0
XLOC_009659,0,0,2,0,1,0
XLOC_010324,205,786,628,406,613,605
XLOC_010325,29,19,23,26,20,23
XLOC_010328,139,128,118,115,184,134
XLOC_007615,1254,1010,1368,1102,1433,963
XLOC_004093,2409,2513,2716,2581,2631,2827
XLOC_022188,512,1351,1029,690,1308,1131
XLOC_026613,33,47,48,32,20,51
XLOC_002871,0,0,0,0,0,0
XLOC_002870,0,0,0,0,0,0
XLOC_002873,0,0,0,0,0,0
XLOC_022183,45,49,63,28,66,47
XLOC_012554,52,60,69,51,27,50
XLOC_022182,281,495,444,457,519,562
XLOC_012553,82,0,57,54,65,53
XLOC_002874,0,0,0,0,0,0
XLOC_012551,0,15,8,9,8,14
XLOC_002876,552,647,585,582,620,678
XLOC_006212,3,22,12,10,10,7
XLOC_017806,0,0,0,0,0,0
XLOC_017807,0,0,0,0,0,0
XLOC_017804,14,36,47,28,28,27
XLOC_017805,164,166,131,105,176,137
XLOC_017802,162,188,179,218,239,146
XLOC_017803,1637,1594,1612,1579,1776,1849
XLOC_017800,367,292,369,380,499,443
XLOC_017801,54,34,33,36,50,56
XLOC_017808,0,0,0,0,0,0
XLOC_017809,45,18,27,22,14,19
XLOC_026614,0,0,0,0,0,0
XLOC_008684,216,228,368,226,274,239
XLOC_008685,0,2,6,2,5,0
XLOC_008686,38,27,39,24,49,20
XLOC_008687,7091,7587,7424,7318,8225,7347
XLOC_008680,1866,1693,1889,1768,1889,1789
XLOC_008681,0,0,0,0,0,0
XLOC_008682,1211,1376,1342,1100,1386,1445
XLOC_008683,919,1114,1012,899,1156,996
XLOC_008688,16543,15962,15853,14974,17181,15514
XLOC_008689,0,0,0,0,0,0
XLOC_020721,0,0,0,0,0,0
XLOC_020720,0,0,0,0,0,0
XLOC_020723,128,126,107,82,181,125
XLOC_020722,30,20,18,29,31,32
XLOC_027117,0,0,0,0,0,0
XLOC_027116,0,0,0,0,0,0
XLOC_027115,0,0,0,0,0,0
XLOC_008538,3218,6129,5979,5184,6511,5767
XLOC_008539,10885,7879,9468,8773,10022,9502
XLOC_008536,195,278,206,209,204,248
XLOC_023336,1018,1071,854,1026,1110,990
XLOC_023335,9277,15027,13429,12172,12566,13352
XLOC_023334,46,66,39,63,70,54
XLOC_008532,7,6,4,4,11,15
XLOC_008533,0,5,3,0,4,9
XLOC_023331,3143,3777,3187,3489,3842,3419
XLOC_008531,2759,3045,2803,2724,3119,2985
XLOC_023419,209,262,233,204,278,301
XLOC_023481,258,328,254,273,436,418
XLOC_023480,1587,1720,1585,1399,1651,1587
XLOC_023483,2343,2483,2369,2387,2887,2578
XLOC_023482,0,7,5,11,10,15
XLOC_023485,0,4,0,0,0,0
XLOC_023416,943,1478,1022,1055,1564,2229
XLOC_023487,62,61,83,80,66,83
XLOC_023486,4,0,0,1,0,0
XLOC_023489,0,0,0,2,2,0
XLOC_023488,16059,13740,14019,14075,16958,13556
XLOC_013617,0,0,0,0,0,0
XLOC_013616,2487,2829,2600,2318,2862,2951
XLOC_013615,5,4,0,8,5,0
XLOC_013614,6,3,3,1,0,3
XLOC_013613,5511,4819,5230,4786,5355,5095
XLOC_013612,2001,2131,1942,1774,2108,2162
XLOC_013611,0,0,0,0,0,0
XLOC_013610,5,18,4,4,7,4
XLOC_013619,0,0,0,0,0,0
XLOC_013618,4789,4584,5155,4444,5305,5054
XLOC_020688,0,0,0,0,0,0
XLOC_020689,12,13,9,39,15,23
XLOC_020686,15556,14724,14723,16641,21822,16174
XLOC_020687,433,409,343,410,585,455
XLOC_020684,0,0,0,0,0,0
XLOC_020685,0,0,0,0,0,0
XLOC_020682,0,0,0,0,0,0
XLOC_020683,0,0,0,0,3,4
XLOC_020680,0,0,0,0,0,0
XLOC_020681,0,0,0,0,0,0
XLOC_023412,0,2,0,0,0,0
XLOC_015518,0,5,0,4,0,0
XLOC_015519,0,0,0,0,0,0
XLOC_015516,0,0,0,0,0,0
XLOC_015517,0,0,0,0,0,0
XLOC_015514,0,0,0,0,0,0
XLOC_015515,3,5,0,0,0,0
XLOC_015512,21,44,46,13,47,48
XLOC_015513,0,0,0,0,0,0
XLOC_015510,8192,8351,8383,7958,9913,8555
XLOC_015511,420,413,353,425,478,480
XLOC_027302,0,0,0,0,0,0
XLOC_027303,0,0,0,0,0,0
XLOC_027300,0,0,0,0,0,0
XLOC_027301,0,0,0,0,0,0
XLOC_027306,0,0,0,0,0,0
XLOC_027307,0,0,0,0,0,0
XLOC_027304,0,0,0,0,0,0
XLOC_027305,0,0,0,0,0,0
XLOC_027308,0,0,0,0,0,0
XLOC_027309,0,0,0,0,0,0
XLOC_012056,858,917,732,978,1052,779
XLOC_012057,0,0,0,0,0,0
XLOC_021225,0,0,0,0,0,0
XLOC_021224,3,4,5,4,2,7
XLOC_012052,31,24,26,22,30,21
XLOC_012053,0,4,0,0,0,0
XLOC_012050,297,245,228,214,301,215
XLOC_012051,13,0,9,22,17,24
XLOC_012058,115,141,103,105,108,115
XLOC_012059,3,30,15,6,20,10
XLOC_024761,0,0,0,0,0,0
XLOC_024760,0,3,9,13,5,0
XLOC_024763,0,0,0,0,0,0
XLOC_024762,7534,7250,7233,6727,8192,7670
XLOC_024765,7,11,8,12,6,12
XLOC_024764,381,467,389,318,417,393
XLOC_024767,106,95,105,88,101,65
XLOC_024766,6212,7464,6265,6149,6480,6208
XLOC_024769,10195,8980,10074,9872,13589,11326
XLOC_024768,80,85,94,92,98,86
XLOC_025997,0,0,0,0,0,0
XLOC_014649,5,6,3,4,0,13
XLOC_014648,10,17,15,9,7,10
XLOC_014645,107,101,132,133,142,133
XLOC_014644,372,385,320,307,445,366
XLOC_014647,41,34,37,31,53,34
XLOC_014646,0,0,0,0,0,0
XLOC_014641,252,215,253,202,363,292
XLOC_014640,472,528,453,503,677,565
XLOC_014643,54,46,40,45,57,34
XLOC_014642,98,69,85,76,86,113
XLOC_019750,10540,10154,10371,9270,11481,10210
XLOC_019751,82,73,64,159,268,215
XLOC_019752,21152,21544,19812,12534,17846,12844
XLOC_019753,337,488,412,362,342,374
XLOC_019754,0,0,0,0,0,0
XLOC_000689,0,0,1,0,2,3
XLOC_019756,26,35,22,6,18,12
XLOC_019757,7,5,0,0,0,7
XLOC_000684,0,0,0,0,0,0
XLOC_000685,0,0,0,0,0,0
XLOC_000686,3,0,5,0,0,0
XLOC_000687,0,0,0,0,0,0
XLOC_000680,3775,4030,4056,3592,4796,4573
XLOC_000681,4,6,6,5,3,9
XLOC_000682,5415,5754,5567,5344,6294,5914
XLOC_000683,2931,2668,3068,1480,2243,1590
XLOC_006211,0,0,0,0,0,0
XLOC_011504,0,0,0,0,0,0
XLOC_006213,0,5,3,0,3,0
XLOC_016734,85,86,99,81,93,82
XLOC_006215,20,22,22,15,17,15
XLOC_006214,11,10,13,0,6,12
XLOC_016731,0,0,0,0,0,0
XLOC_011502,0,0,0,0,4,0
XLOC_006219,0,0,0,0,0,0
XLOC_006218,0,0,0,0,0,0
XLOC_026941,0,0,0,0,0,0
XLOC_026940,0,0,0,0,0,0
XLOC_026947,0,0,0,0,0,0
XLOC_026946,0,0,0,0,0,0
XLOC_026945,0,0,0,0,0,0
XLOC_026944,0,0,0,0,0,0
XLOC_026713,0,0,0,0,0,0
XLOC_025410,0,0,2,0,0,0
XLOC_025411,0,0,0,0,0,0
XLOC_025412,3,2,0,0,0,0
XLOC_025413,0,0,0,0,3,7
XLOC_025414,7,9,15,12,14,3
XLOC_025415,24,14,13,19,23,21
XLOC_025416,8,17,26,16,18,14
XLOC_025417,628,699,621,651,762,825
XLOC_025418,245,400,454,332,398,335
XLOC_025419,8775,8160,7721,7436,8785,7400
XLOC_018487,0,0,0,0,0,0
XLOC_018486,0,0,0,0,0,0
XLOC_018485,0,9,0,0,5,0
XLOC_018484,3183,3512,3375,2951,3614,3470
XLOC_018483,108,112,101,99,134,84
XLOC_018482,116,90,149,154,192,143
XLOC_018481,1,2,10,0,0,2
XLOC_018480,0,0,0,0,0,0
XLOC_018489,4,17,0,0,0,0
XLOC_018488,0,0,0,0,0,0
XLOC_007160,52,87,59,58,68,86
XLOC_007161,82,120,92,146,103,141
XLOC_007162,253,377,254,288,323,343
XLOC_007163,825,1061,847,990,1456,1452
XLOC_007164,1570,2085,1470,1891,1860,2005
XLOC_007165,0,0,0,0,0,0
XLOC_007166,0,21,5,0,4,0
XLOC_007167,0,0,0,0,0,0
XLOC_007168,0,0,0,1,3,0
XLOC_007169,0,0,0,0,0,0
XLOC_019288,0,4,0,0,11,0
XLOC_019289,345,421,369,321,394,383
XLOC_019282,45,35,43,53,51,52
XLOC_019283,15,20,12,5,10,3
XLOC_019280,26,31,27,25,45,29
XLOC_019281,1,1,0,0,3,0
XLOC_019286,0,0,0,0,0,0
XLOC_019287,21,25,44,48,20,21
XLOC_019284,10,5,3,3,0,5
XLOC_019285,19,31,32,35,24,19
XLOC_018159,24,38,31,34,37,23
XLOC_018158,12,11,8,7,15,11
XLOC_018151,5248,7125,6044,5381,6060,6188
XLOC_018150,369,540,494,464,559,499
XLOC_018153,48,37,46,43,37,42
XLOC_018152,5,9,6,6,4,6
XLOC_018155,0,0,0,0,0,0
XLOC_018154,176,229,256,397,440,370
XLOC_018157,2578,2546,2527,2169,2569,2607
XLOC_018156,0,0,0,0,0,0
XLOC_010368,4344,4621,4589,4151,5209,4684
XLOC_010369,2386,3514,2761,2511,2852,3350
XLOC_010366,91,62,99,75,87,66
XLOC_010367,10,14,17,8,3,8
XLOC_010364,5295,6105,5544,5362,6643,6133
XLOC_010365,3601,4107,3655,3510,3976,4273
XLOC_010362,25,16,23,5,15,15
XLOC_010363,24,13,20,22,28,3
XLOC_010360,136,127,94,114,197,171
XLOC_010361,3278,4140,3851,3554,4237,3876
XLOC_012733,58,109,66,89,108,138
XLOC_012732,3656,4629,4075,4180,4684,4708
XLOC_012731,2,7,1,11,2,11
XLOC_012730,4250,4390,4234,3974,4482,4573
XLOC_012737,0,5,2,3,3,0
XLOC_012736,3730,4071,3779,3484,4482,4352
XLOC_012735,2348,2431,2611,2140,2642,2063
XLOC_012734,20,9,12,13,17,17
XLOC_012739,3501,3191,3523,3245,3870,3380
XLOC_012738,0,0,0,0,0,0
XLOC_012885,0,0,0,0,0,0
XLOC_012884,0,0,0,0,0,0
XLOC_012887,0,0,0,0,0,0
XLOC_012886,0,0,0,0,0,0
XLOC_012881,4781,5426,5219,4350,5197,4632
XLOC_012880,0,0,0,0,0,0
XLOC_012883,0,0,0,0,3,0
XLOC_012882,0,0,0,0,0,0
XLOC_012889,0,0,0,0,0,0
XLOC_012888,0,0,0,0,0,0
XLOC_001018,0,0,0,0,3,0
XLOC_001019,0,0,0,0,0,0
XLOC_000309,0,0,0,0,0,0
XLOC_000308,0,0,0,0,0,0
XLOC_000301,75,114,143,46,54,53
XLOC_000300,3,3,3,5,6,3
XLOC_000303,0,0,0,4,0,0
XLOC_000302,1629,1612,1689,1437,1847,1573
XLOC_000305,336,234,281,281,287,259
XLOC_000304,5267,5827,5266,4990,5415,5535
XLOC_000307,0,0,0,0,0,0
XLOC_000306,30,8,33,29,24,18
XLOC_011282,178,115,179,128,219,148
XLOC_011283,567,526,478,526,755,508
XLOC_011280,87,69,65,61,93,85
XLOC_011281,3321,6009,5747,4413,5441,6038
XLOC_011286,0,2,0,2,0,2
XLOC_011287,0,0,0,0,0,0
XLOC_011284,41,54,36,42,47,58
XLOC_011285,0,0,0,0,0,0
XLOC_011288,88,57,58,97,111,95
XLOC_011289,0,2,3,2,4,4
XLOC_003641,315,444,421,422,499,525
XLOC_003640,0,0,3,0,2,0
XLOC_003643,1620,1347,1641,1190,1781,1613
XLOC_003642,560,738,668,675,732,667
XLOC_003645,0,0,7,0,0,0
XLOC_003644,0,9,7,10,6,7
XLOC_003647,0,0,0,0,0,0
XLOC_003646,664,688,730,709,784,859
XLOC_003649,0,0,0,0,0,0
XLOC_009269,115,119,97,89,94,69
XLOC_009268,0,0,0,0,0,0
XLOC_021450,30,34,32,32,22,33
XLOC_017230,7,22,23,36,34,24
XLOC_021452,29,61,43,44,51,59
XLOC_021453,3,3,1,2,4,1
XLOC_017235,496,462,557,322,406,411
XLOC_021455,0,0,0,3,0,0
XLOC_017237,78,80,71,70,87,91
XLOC_017236,195,185,151,137,171,145
XLOC_007942,12936,12454,13326,12538,15404,13705
XLOC_017239,27,26,23,46,27,36
XLOC_007940,37,32,41,38,43,37
XLOC_007941,321,418,328,295,418,302
XLOC_007946,508,218,460,181,263,539
XLOC_007947,0,0,0,0,0,0
XLOC_007944,929,1080,927,898,1000,982
XLOC_007945,0,0,0,0,0,0
XLOC_007948,0,0,0,0,0,0
XLOC_007949,17642,16317,14105,21417,29500,22153
XLOC_023968,6,3,6,2,7,11
XLOC_023969,469,481,438,501,627,496
XLOC_002279,0,0,0,0,0,0
XLOC_002278,40,45,59,41,36,55
XLOC_002277,0,0,0,0,0,0
XLOC_002276,275,185,524,367,252,384
XLOC_002275,283,305,287,253,302,357
XLOC_002274,3474,4721,3770,3745,3971,4139
XLOC_002273,698,725,717,504,631,635
XLOC_002272,518,547,569,396,401,406
XLOC_002271,638,644,850,521,599,696
XLOC_002270,19,17,11,11,21,14
XLOC_023265,10,49,37,26,27,27
XLOC_023264,1141,1764,1557,1448,1729,1925
XLOC_023267,1,0,0,0,5,1
XLOC_023962,0,0,0,0,0,0
